reporting_area,pox_cases,pox_deaths,case_year,Vaccine/Exemption,Dose,Geography Type,geography,School Year,Estimate (%),Population Size,Percent Surveyed,Number of Exemptions,Survey Type,Year
Nebraska,54,0,2019,"Varicella, unknown disease history",1 Dose,States,Nebraska,2019-20,NReq,26893.00,96.7,,Census,2019
Nebraska,54,0,2019,"Varicella, unknown disease history",1 Dose,States,Nebraska,2019-20,NReq,26893.00,96.7,,Census,2019
Nebraska,54,0,2019,"Varicella, unknown disease history",1 Dose,States,Nebraska,2019-20,NReq,26893.00,96.7,,Census,2019
Nevada,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Nevada,2019-20,NReq,37724.00,99.9,,Census,2019
Nevada,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Nevada,2019-20,NReq,37724.00,99.9,,Census,2019
Nevada,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Nevada,2019-20,NReq,37724.00,99.9,,Census,2019
Nevada,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Nevada,2019-20,NReq,37724.00,99.9,,Census,2019
New Hampshire,26,0,2019,"Varicella, unknown disease history",1 Dose,States,New Hampshire,2019-20,NReq,12447.00,100,,Census,2019
New Hampshire,26,0,2019,"Varicella, unknown disease history",1 Dose,States,New Hampshire,2019-20,NReq,12447.00,100,,Census,2019
New Hampshire,26,0,2019,"Varicella, unknown disease history",1 Dose,States,New Hampshire,2019-20,NReq,12447.00,100,,Census,2019
New Hampshire,26,0,2019,"Varicella, unknown disease history",1 Dose,States,New Hampshire,2019-20,NReq,12447.00,100,,Census,2019
New Jersey,377,1,2019,"Varicella, unknown disease history",1 Dose,States,New Jersey,2019-20,95.9,107900.00,100,,Census,2019
New Jersey,377,1,2019,"Varicella, unknown disease history",1 Dose,States,New Jersey,2019-20,95.9,107900.00,100,,Census,2019
New Jersey,377,1,2019,"Varicella, unknown disease history",1 Dose,States,New Jersey,2019-20,95.9,107900.00,100,,Census,2019
New Jersey,377,1,2019,"Varicella, unknown disease history",1 Dose,States,New Jersey,2019-20,95.9,107900.00,100,,Census,2019
New Mexico,73,0,2019,"Varicella, unknown disease history",1 Dose,States,New Mexico,2019-20,NReq,23087.00,100,,Census,2019
New Mexico,73,0,2019,"Varicella, unknown disease history",1 Dose,States,New Mexico,2019-20,NReq,23087.00,100,,Census,2019
New Mexico,73,0,2019,"Varicella, unknown disease history",1 Dose,States,New Mexico,2019-20,NReq,23087.00,100,,Census,2019
New Mexico,73,0,2019,"Varicella, unknown disease history",1 Dose,States,New Mexico,2019-20,NReq,23087.00,100,,Census,2019
North Carolina,N,0,2019,"Varicella, unknown disease history",1 Dose,States,North Carolina,2019-20,NReq,124548.00,97.8,,Census,2019
North Carolina,N,0,2019,"Varicella, unknown disease history",1 Dose,States,North Carolina,2019-20,NReq,124548.00,97.8,,Census,2019
North Carolina,N,0,2019,"Varicella, unknown disease history",1 Dose,States,North Carolina,2019-20,NReq,124548.00,97.8,,Census,2019
North Carolina,N,0,2019,"Varicella, unknown disease history",1 Dose,States,North Carolina,2019-20,NReq,124548.00,97.8,,Census,2019
North Dakota,30,0,2019,"Varicella, unknown disease history",1 Dose,States,North Dakota,2019-20,NReq,10587.00,99.5,,Census,2019
North Dakota,30,0,2019,"Varicella, unknown disease history",1 Dose,States,North Dakota,2019-20,NReq,10587.00,99.5,,Census,2019
North Dakota,30,0,2019,"Varicella, unknown disease history",1 Dose,States,North Dakota,2019-20,NReq,10587.00,99.5,,Census,2019
North Dakota,30,0,2019,"Varicella, unknown disease history",1 Dose,States,North Dakota,2019-20,NReq,10587.00,99.5,,Census,2019
Ohio,412,0,2019,"Varicella, unknown disease history",1 Dose,States,Ohio,2019-20,NReq,139103.00,98.8,,Census,2019
Ohio,412,0,2019,"Varicella, unknown disease history",1 Dose,States,Ohio,2019-20,NReq,139103.00,98.8,,Census,2019
Ohio,412,0,2019,"Varicella, unknown disease history",1 Dose,States,Ohio,2019-20,NReq,139103.00,98.8,,Census,2019
Ohio,412,0,2019,"Varicella, unknown disease history",1 Dose,States,Ohio,2019-20,NReq,139103.00,98.8,,Census,2019
Oklahoma,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Oklahoma,2019-20,96.9,55348.00,85.6,,Voluntary response,2019
Oklahoma,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Oklahoma,2019-20,96.9,55348.00,85.6,,Voluntary response,2019
Oklahoma,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Oklahoma,2019-20,96.9,55348.00,85.6,,Voluntary response,2019
Oklahoma,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Oklahoma,2019-20,96.9,55348.00,85.6,,Voluntary response,2019
Oregon,N,1,2019,"Varicella, unknown disease history",1 Dose,States,Oregon,2019-20,94.6,45959.00,100,,Census,2019
Oregon,N,1,2019,"Varicella, unknown disease history",1 Dose,States,Oregon,2019-20,94.6,45959.00,100,,Census,2019
Oregon,N,1,2019,"Varicella, unknown disease history",1 Dose,States,Oregon,2019-20,94.6,45959.00,100,,Census,2019
Oregon,N,1,2019,"Varicella, unknown disease history",1 Dose,States,Oregon,2019-20,94.6,45959.00,100,,Census,2019
Pennsylvania,469,0,2019,"Varicella, unknown disease history",1 Dose,States,Pennsylvania,2019-20,NReq,140197.00,98.8,,Census,2019
Pennsylvania,469,0,2019,"Varicella, unknown disease history",1 Dose,States,Pennsylvania,2019-20,NReq,140197.00,98.8,,Census,2019
Pennsylvania,469,0,2019,"Varicella, unknown disease history",1 Dose,States,Pennsylvania,2019-20,NReq,140197.00,98.8,,Census,2019
Pennsylvania,469,0,2019,"Varicella, unknown disease history",1 Dose,States,Pennsylvania,2019-20,NReq,140197.00,98.8,,Census,2019
Rhode Island,64,0,2019,"Varicella, unknown disease history",1 Dose,States,Rhode Island,2019-20,NReq,11219.00,98.5,,Census,2019
Rhode Island,64,0,2019,"Varicella, unknown disease history",1 Dose,States,Rhode Island,2019-20,NReq,11219.00,98.5,,Census,2019
Rhode Island,64,0,2019,"Varicella, unknown disease history",1 Dose,States,Rhode Island,2019-20,NReq,11219.00,98.5,,Census,2019
Rhode Island,64,0,2019,"Varicella, unknown disease history",1 Dose,States,Rhode Island,2019-20,NReq,11219.00,98.5,,Census,2019
South Carolina,152,0,2019,"Varicella, unknown disease history",1 Dose,States,South Carolina,2019-20,NReq,65938.00,27.5,,Stratified 1-stage cluster sample,2019
South Carolina,152,0,2019,"Varicella, unknown disease history",1 Dose,States,South Carolina,2019-20,NReq,65938.00,27.5,,Stratified 1-stage cluster sample,2019
South Carolina,152,0,2019,"Varicella, unknown disease history",1 Dose,States,South Carolina,2019-20,NReq,65938.00,27.5,,Stratified 1-stage cluster sample,2019
South Carolina,152,0,2019,"Varicella, unknown disease history",1 Dose,States,South Carolina,2019-20,NReq,65938.00,27.5,,Stratified 1-stage cluster sample,2019
South Dakota,26,0,2019,"Varicella, unknown disease history",1 Dose,States,South Dakota,2019-20,NReq,12367.00,99.8,,Census,2019
South Dakota,26,0,2019,"Varicella, unknown disease history",1 Dose,States,South Dakota,2019-20,NReq,12367.00,99.8,,Census,2019
South Dakota,26,0,2019,"Varicella, unknown disease history",1 Dose,States,South Dakota,2019-20,NReq,12367.00,99.8,,Census,2019
South Dakota,26,0,2019,"Varicella, unknown disease history",1 Dose,States,South Dakota,2019-20,NReq,12367.00,99.8,,Census,2019
Tennessee,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Tennessee,2019-20,NReq,80595.00,100,,Census,2019
Tennessee,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Tennessee,2019-20,NReq,80595.00,100,,Census,2019
Tennessee,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Tennessee,2019-20,NReq,80595.00,100,,Census,2019
Tennessee,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Tennessee,2019-20,NReq,80595.00,100,,Census,2019
Texas,1225,0,2019,"Varicella, unknown disease history",1 Dose,States,Texas,2019-20,NReq,398680.00,99.6,,Census,2019
Texas,1225,0,2019,"Varicella, unknown disease history",1 Dose,States,Texas,2019-20,NReq,398680.00,99.6,,Census,2019
Texas,1225,0,2019,"Varicella, unknown disease history",1 Dose,States,Texas,2019-20,NReq,398680.00,99.6,,Census,2019
Texas,1225,0,2019,"Varicella, unknown disease history",1 Dose,States,Texas,2019-20,NReq,398680.00,99.6,,Census,2019
Utah,163,0,2019,"Varicella, unknown disease history",1 Dose,States,Utah,2019-20,NReq,49208.00,100,,Census,2019
Utah,163,0,2019,"Varicella, unknown disease history",1 Dose,States,Utah,2019-20,NReq,49208.00,100,,Census,2019
Utah,163,0,2019,"Varicella, unknown disease history",1 Dose,States,Utah,2019-20,NReq,49208.00,100,,Census,2019
Utah,163,0,2019,"Varicella, unknown disease history",1 Dose,States,Utah,2019-20,NReq,49208.00,100,,Census,2019
Vermont,46,0,2019,"Varicella, unknown disease history",1 Dose,States,Vermont,2019-20,NReq,6293.00,100,,Census,2019
Vermont,46,0,2019,"Varicella, unknown disease history",1 Dose,States,Vermont,2019-20,NReq,6293.00,100,,Census,2019
Vermont,46,0,2019,"Varicella, unknown disease history",1 Dose,States,Vermont,2019-20,NReq,6293.00,100,,Census,2019
Vermont,46,0,2019,"Varicella, unknown disease history",1 Dose,States,Vermont,2019-20,NReq,6293.00,100,,Census,2019
Virginia,400,0,2019,"Varicella, unknown disease history",1 Dose,States,Virginia,2019-20,NReq,99399.00,1.2,,Stratified 2-stage cluster sample,2019
Virginia,400,0,2019,"Varicella, unknown disease history",1 Dose,States,Virginia,2019-20,NReq,99399.00,1.2,,Stratified 2-stage cluster sample,2019
Virginia,400,0,2019,"Varicella, unknown disease history",1 Dose,States,Virginia,2019-20,NReq,99399.00,1.2,,Stratified 2-stage cluster sample,2019
Virginia,400,0,2019,"Varicella, unknown disease history",1 Dose,States,Virginia,2019-20,NReq,99399.00,1.2,,Stratified 2-stage cluster sample,2019
Washington,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Washington,2019-20,NReq,87757.00,91.9,,Census,2019
Washington,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Washington,2019-20,NReq,87757.00,91.9,,Census,2019
Washington,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Washington,2019-20,NReq,87757.00,91.9,,Census,2019
Washington,N,0,2019,"Varicella, unknown disease history",1 Dose,States,Washington,2019-20,NReq,87757.00,91.9,,Census,2019
West Virginia,N,0,2019,"Varicella, unknown disease history",1 Dose,States,West Virginia,2019-20,NReq,17114.00,49.6,,Voluntary response,2019
West Virginia,N,0,2019,"Varicella, unknown disease history",1 Dose,States,West Virginia,2019-20,NReq,17114.00,49.6,,Voluntary response,2019
West Virginia,N,0,2019,"Varicella, unknown disease history",1 Dose,States,West Virginia,2019-20,NReq,17114.00,49.6,,Voluntary response,2019
West Virginia,N,0,2019,"Varicella, unknown disease history",1 Dose,States,West Virginia,2019-20,NReq,17114.00,49.6,,Voluntary response,2019
Wisconsin,312,0,2019,"Varicella, unknown disease history",1 Dose,States,Wisconsin,2019-20,NReq,67391.00,2.6,,Stratified 2-stage cluster sample,2019
Wisconsin,312,0,2019,"Varicella, unknown disease history",1 Dose,States,Wisconsin,2019-20,NReq,67391.00,2.6,,Stratified 2-stage cluster sample,2019
Wisconsin,312,0,2019,"Varicella, unknown disease history",1 Dose,States,Wisconsin,2019-20,NReq,67391.00,2.6,,Stratified 2-stage cluster sample,2019
Wisconsin,312,0,2019,"Varicella, unknown disease history",1 Dose,States,Wisconsin,2019-20,NReq,67391.00,2.6,,Stratified 2-stage cluster sample,2019
Wyoming,9,0,2019,"Varicella, unknown disease history",1 Dose,States,Wyoming,2019-20,NReq,7913.00,100,,Census,2019
Wyoming,9,0,2019,"Varicella, unknown disease history",1 Dose,States,Wyoming,2019-20,NReq,7913.00,100,,Census,2019
Wyoming,9,0,2019,"Varicella, unknown disease history",1 Dose,States,Wyoming,2019-20,NReq,7913.00,100,,Census,2019
Wyoming,9,0,2019,"Varicella, unknown disease history",1 Dose,States,Wyoming,2019-20,NReq,7913.00,100,,Census,2019
Alaska,19,0,2016,"Varicella, unknown disease history",2 Doses,States,Alaska,2016-17,88.9,9815.00,7.6,,Stratified 2-stage cluster sample,2016
Alaska,19,0,2016,"Varicella, unknown disease history",2 Doses,States,Alaska,2016-17,88.9,9815.00,7.6,,Stratified 2-stage cluster sample,2016
Alaska,19,0,2016,"Varicella, unknown disease history",2 Doses,States,Alaska,2016-17,88.9,9815.00,7.6,,Stratified 2-stage cluster sample,2016
Alaska,19,0,2016,"Varicella, unknown disease history",2 Doses,States,Alaska,2016-17,88.9,9815.00,7.6,,Stratified 2-stage cluster sample,2016
Arkansas,140,N,2016,"Varicella, unknown disease history",2 Doses,States,Arkansas,2016-17,91.7,39666.00,75.9,,Voluntary response,2016
Arkansas,140,N,2016,"Varicella, unknown disease history",2 Doses,States,Arkansas,2016-17,91.7,39666.00,75.9,,Voluntary response,2016
Arkansas,140,N,2016,"Varicella, unknown disease history",2 Doses,States,Arkansas,2016-17,91.7,39666.00,75.9,,Voluntary response,2016
Arkansas,140,N,2016,"Varicella, unknown disease history",2 Doses,States,Arkansas,2016-17,91.7,39666.00,75.9,,Voluntary response,2016
Colorado,331,N,2016,"Varicella, unknown disease history",2 Doses,States,Colorado,2016-17,86.1,64440.00,100,,Census,2016
Colorado,331,N,2016,"Varicella, unknown disease history",2 Doses,States,Colorado,2016-17,86.1,64440.00,100,,Census,2016
Colorado,331,N,2016,"Varicella, unknown disease history",2 Doses,States,Colorado,2016-17,86.1,64440.00,100,,Census,2016
Colorado,331,N,2016,"Varicella, unknown disease history",2 Doses,States,Colorado,2016-17,86.1,64440.00,100,,Census,2016
Connecticut,113,0,2016,"Varicella, unknown disease history",2 Doses,States,Connecticut,2016-17,96.5,39002.00,100,,Census,2016
Connecticut,113,0,2016,"Varicella, unknown disease history",2 Doses,States,Connecticut,2016-17,96.5,39002.00,100,,Census,2016
Connecticut,113,0,2016,"Varicella, unknown disease history",2 Doses,States,Connecticut,2016-17,96.5,39002.00,100,,Census,2016
Connecticut,113,0,2016,"Varicella, unknown disease history",2 Doses,States,Connecticut,2016-17,96.5,39002.00,100,,Census,2016
Delaware,12,0,2016,"Varicella, unknown disease history",2 Doses,States,Delaware,2016-17,98.2,11490.00,9.3,,Stratified 2-stage cluster sample,2016
Delaware,12,0,2016,"Varicella, unknown disease history",2 Doses,States,Delaware,2016-17,98.2,11490.00,9.3,,Stratified 2-stage cluster sample,2016
Delaware,12,0,2016,"Varicella, unknown disease history",2 Doses,States,Delaware,2016-17,98.2,11490.00,9.3,,Stratified 2-stage cluster sample,2016
Delaware,12,0,2016,"Varicella, unknown disease history",2 Doses,States,Delaware,2016-17,98.2,11490.00,9.3,,Stratified 2-stage cluster sample,2016
Florida,733,0,2016,"Varicella, unknown disease history",2 Doses,States,Florida,2016-17,94.1,224463.00,100,,Census,2016
Florida,733,0,2016,"Varicella, unknown disease history",2 Doses,States,Florida,2016-17,94.1,224463.00,100,,Census,2016
Florida,733,0,2016,"Varicella, unknown disease history",2 Doses,States,Florida,2016-17,94.1,224463.00,100,,Census,2016
Florida,733,0,2016,"Varicella, unknown disease history",2 Doses,States,Florida,2016-17,94.1,224463.00,100,,Census,2016
Georgia,169,0,2016,"Varicella, unknown disease history",2 Doses,States,Georgia,2016-17,93.3,136165.00,100,,Census,2016
Georgia,169,0,2016,"Varicella, unknown disease history",2 Doses,States,Georgia,2016-17,93.3,136165.00,100,,Census,2016
Georgia,169,0,2016,"Varicella, unknown disease history",2 Doses,States,Georgia,2016-17,93.3,136165.00,100,,Census,2016
Georgia,169,0,2016,"Varicella, unknown disease history",2 Doses,States,Georgia,2016-17,93.3,136165.00,100,,Census,2016
Idaho,N,N,2016,"Varicella, unknown disease history",2 Doses,States,Idaho,2016-17,89.1,22589.00,100,,Census,2016
Idaho,N,N,2016,"Varicella, unknown disease history",2 Doses,States,Idaho,2016-17,89.1,22589.00,100,,Census,2016
Idaho,N,N,2016,"Varicella, unknown disease history",2 Doses,States,Idaho,2016-17,89.1,22589.00,100,,Census,2016
Idaho,N,N,2016,"Varicella, unknown disease history",2 Doses,States,Idaho,2016-17,89.1,22589.00,100,,Census,2016
Illinois,469,0,2016,"Varicella, unknown disease history",2 Doses,States,Illinois,2016-17,94.5,151309.00,97.7,,Census,2016
Illinois,469,0,2016,"Varicella, unknown disease history",2 Doses,States,Illinois,2016-17,94.5,151309.00,97.7,,Census,2016
Illinois,469,0,2016,"Varicella, unknown disease history",2 Doses,States,Illinois,2016-17,94.5,151309.00,97.7,,Census,2016
Illinois,469,0,2016,"Varicella, unknown disease history",2 Doses,States,Illinois,2016-17,94.5,151309.00,97.7,,Census,2016
Indiana,209,0,2016,"Varicella, unknown disease history",2 Doses,States,Indiana,2016-17,87.9,83263.00,80.3,,Voluntary response,2016
Indiana,209,0,2016,"Varicella, unknown disease history",2 Doses,States,Indiana,2016-17,87.9,83263.00,80.3,,Voluntary response,2016
Indiana,209,0,2016,"Varicella, unknown disease history",2 Doses,States,Indiana,2016-17,87.9,83263.00,80.3,,Voluntary response,2016
Indiana,209,0,2016,"Varicella, unknown disease history",2 Doses,States,Indiana,2016-17,87.9,83263.00,80.3,,Voluntary response,2016
Iowa,N,N,2016,"Varicella, unknown disease history",2 Doses,States,Iowa,2016-17,92.6,39587.00,100,,Census,2016
Iowa,N,N,2016,"Varicella, unknown disease history",2 Doses,States,Iowa,2016-17,92.6,39587.00,100,,Census,2016
Iowa,N,N,2016,"Varicella, unknown disease history",2 Doses,States,Iowa,2016-17,92.6,39587.00,100,,Census,2016
Iowa,N,N,2016,"Varicella, unknown disease history",2 Doses,States,Iowa,2016-17,92.6,39587.00,100,,Census,2016
Kansas,230,0,2016,"Varicella, unknown disease history",2 Doses,States,Kansas,2016-17,88.8,38298.00,22.9,,Stratified 2-stage cluster sample,2016
Kansas,230,0,2016,"Varicella, unknown disease history",2 Doses,States,Kansas,2016-17,88.8,38298.00,22.9,,Stratified 2-stage cluster sample,2016
Kansas,230,0,2016,"Varicella, unknown disease history",2 Doses,States,Kansas,2016-17,88.8,38298.00,22.9,,Stratified 2-stage cluster sample,2016
Kansas,230,0,2016,"Varicella, unknown disease history",2 Doses,States,Kansas,2016-17,88.8,38298.00,22.9,,Stratified 2-stage cluster sample,2016
Kentucky,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Kentucky,2016-17,90.4,51487.00,92.9,,Census,2016
Kentucky,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Kentucky,2016-17,90.4,51487.00,92.9,,Census,2016
Kentucky,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Kentucky,2016-17,90.4,51487.00,92.9,,Census,2016
Kentucky,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Kentucky,2016-17,90.4,51487.00,92.9,,Census,2016
Louisiana,78,0,2016,"Varicella, unknown disease history",2 Doses,States,Louisiana,2016-17,96.5,55257.00,100,,Census,2016
Louisiana,78,0,2016,"Varicella, unknown disease history",2 Doses,States,Louisiana,2016-17,96.5,55257.00,100,,Census,2016
Louisiana,78,0,2016,"Varicella, unknown disease history",2 Doses,States,Louisiana,2016-17,96.5,55257.00,100,,Census,2016
Louisiana,78,0,2016,"Varicella, unknown disease history",2 Doses,States,Louisiana,2016-17,96.5,55257.00,100,,Census,2016
Maryland,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Maryland,2016-17,97.6,71467.00,98.1,,Census,2016
Maryland,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Maryland,2016-17,97.6,71467.00,98.1,,Census,2016
Maryland,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Maryland,2016-17,97.6,71467.00,98.1,,Census,2016
Maryland,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Maryland,2016-17,97.6,71467.00,98.1,,Census,2016
Massachusetts,288,N,2016,"Varicella, unknown disease history",2 Doses,States,Massachusetts,2016-17,95.7,70109.00,100,,Census,2016
Massachusetts,288,N,2016,"Varicella, unknown disease history",2 Doses,States,Massachusetts,2016-17,95.7,70109.00,100,,Census,2016
Massachusetts,288,N,2016,"Varicella, unknown disease history",2 Doses,States,Massachusetts,2016-17,95.7,70109.00,100,,Census,2016
Massachusetts,288,N,2016,"Varicella, unknown disease history",2 Doses,States,Massachusetts,2016-17,95.7,70109.00,100,,Census,2016
Michigan,531,0,2016,"Varicella, unknown disease history",2 Doses,States,Michigan,2016-17,95.3,118777.00,100,,Census,2016
Michigan,531,0,2016,"Varicella, unknown disease history",2 Doses,States,Michigan,2016-17,95.3,118777.00,100,,Census,2016
Michigan,531,0,2016,"Varicella, unknown disease history",2 Doses,States,Michigan,2016-17,95.3,118777.00,100,,Census,2016
Michigan,531,0,2016,"Varicella, unknown disease history",2 Doses,States,Michigan,2016-17,95.3,118777.00,100,,Census,2016
Minnesota,336,0,2016,"Varicella, unknown disease history",2 Doses,States,Minnesota,2016-17,92.3,69140.00,96.7,,Census,2016
Minnesota,336,0,2016,"Varicella, unknown disease history",2 Doses,States,Minnesota,2016-17,92.3,69140.00,96.7,,Census,2016
Minnesota,336,0,2016,"Varicella, unknown disease history",2 Doses,States,Minnesota,2016-17,92.3,69140.00,96.7,,Census,2016
Minnesota,336,0,2016,"Varicella, unknown disease history",2 Doses,States,Minnesota,2016-17,92.3,69140.00,96.7,,Census,2016
Mississippi,9,N,2016,"Varicella, unknown disease history",2 Doses,States,Mississippi,2016-17,99.4,40509.00,100,,Census,2016
Mississippi,9,N,2016,"Varicella, unknown disease history",2 Doses,States,Mississippi,2016-17,99.4,40509.00,100,,Census,2016
Mississippi,9,N,2016,"Varicella, unknown disease history",2 Doses,States,Mississippi,2016-17,99.4,40509.00,100,,Census,2016
Mississippi,9,N,2016,"Varicella, unknown disease history",2 Doses,States,Mississippi,2016-17,99.4,40509.00,100,,Census,2016
Missouri,149,0,2016,"Varicella, unknown disease history",2 Doses,States,Missouri,2016-17,95.1,73355.00,100,,Census,2016
Missouri,149,0,2016,"Varicella, unknown disease history",2 Doses,States,Missouri,2016-17,95.1,73355.00,100,,Census,2016
Missouri,149,0,2016,"Varicella, unknown disease history",2 Doses,States,Missouri,2016-17,95.1,73355.00,100,,Census,2016
Missouri,149,0,2016,"Varicella, unknown disease history",2 Doses,States,Missouri,2016-17,95.1,73355.00,100,,Census,2016
Montana,77,0,2016,"Varicella, unknown disease history",2 Doses,States,Montana,2016-17,92.9,11956.00,100,,Census,2016
Montana,77,0,2016,"Varicella, unknown disease history",2 Doses,States,Montana,2016-17,92.9,11956.00,100,,Census,2016
Montana,77,0,2016,"Varicella, unknown disease history",2 Doses,States,Montana,2016-17,92.9,11956.00,100,,Census,2016
Montana,77,0,2016,"Varicella, unknown disease history",2 Doses,States,Montana,2016-17,92.9,11956.00,100,,Census,2016
Nebraska,25,0,2016,"Varicella, unknown disease history",2 Doses,States,Nebraska,2016-17,95.8,27117.00,100,,Census,2016
Nebraska,25,0,2016,"Varicella, unknown disease history",2 Doses,States,Nebraska,2016-17,95.8,27117.00,100,,Census,2016
Nebraska,25,0,2016,"Varicella, unknown disease history",2 Doses,States,Nebraska,2016-17,95.8,27117.00,100,,Census,2016
Nebraska,25,0,2016,"Varicella, unknown disease history",2 Doses,States,Nebraska,2016-17,95.8,27117.00,100,,Census,2016
Nevada,N,N,2016,"Varicella, unknown disease history",2 Doses,States,Nevada,2016-17,90.5,36885.00,3.7,,Stratified 2-stage cluster sample,2016
Nevada,N,N,2016,"Varicella, unknown disease history",2 Doses,States,Nevada,2016-17,90.5,36885.00,3.7,,Stratified 2-stage cluster sample,2016
Nevada,N,N,2016,"Varicella, unknown disease history",2 Doses,States,Nevada,2016-17,90.5,36885.00,3.7,,Stratified 2-stage cluster sample,2016
Nevada,N,N,2016,"Varicella, unknown disease history",2 Doses,States,Nevada,2016-17,90.5,36885.00,3.7,,Stratified 2-stage cluster sample,2016
New Hampshire,85,0,2016,"Varicella, unknown disease history",2 Doses,States,New Hampshire,2016-17,91.5,12145.00,100,,Census,2016
New Hampshire,85,0,2016,"Varicella, unknown disease history",2 Doses,States,New Hampshire,2016-17,91.5,12145.00,100,,Census,2016
New Hampshire,85,0,2016,"Varicella, unknown disease history",2 Doses,States,New Hampshire,2016-17,91.5,12145.00,100,,Census,2016
New Hampshire,85,0,2016,"Varicella, unknown disease history",2 Doses,States,New Hampshire,2016-17,91.5,12145.00,100,,Census,2016
New Mexico,58,N,2016,"Varicella, unknown disease history",2 Doses,States,New Mexico,2016-17,94.6,27119.00,4.5,,Stratified 2-stage cluster sample,2016
New Mexico,58,N,2016,"Varicella, unknown disease history",2 Doses,States,New Mexico,2016-17,94.6,27119.00,4.5,,Stratified 2-stage cluster sample,2016
New Mexico,58,N,2016,"Varicella, unknown disease history",2 Doses,States,New Mexico,2016-17,94.6,27119.00,4.5,,Stratified 2-stage cluster sample,2016
New Mexico,58,N,2016,"Varicella, unknown disease history",2 Doses,States,New Mexico,2016-17,94.6,27119.00,4.5,,Stratified 2-stage cluster sample,2016
North Carolina,N,N,2016,"Varicella, unknown disease history",2 Doses,States,North Carolina,2016-17,95.9,126454.00,88.2,,Voluntary response,2016
North Carolina,N,N,2016,"Varicella, unknown disease history",2 Doses,States,North Carolina,2016-17,95.9,126454.00,88.2,,Voluntary response,2016
North Carolina,N,N,2016,"Varicella, unknown disease history",2 Doses,States,North Carolina,2016-17,95.9,126454.00,88.2,,Voluntary response,2016
North Carolina,N,N,2016,"Varicella, unknown disease history",2 Doses,States,North Carolina,2016-17,95.9,126454.00,88.2,,Voluntary response,2016
North Dakota,45,0,2016,"Varicella, unknown disease history",2 Doses,States,North Dakota,2016-17,93.5,9799.00,98.7,,Census,2016
North Dakota,45,0,2016,"Varicella, unknown disease history",2 Doses,States,North Dakota,2016-17,93.5,9799.00,98.7,,Census,2016
North Dakota,45,0,2016,"Varicella, unknown disease history",2 Doses,States,North Dakota,2016-17,93.5,9799.00,98.7,,Census,2016
North Dakota,45,0,2016,"Varicella, unknown disease history",2 Doses,States,North Dakota,2016-17,93.5,9799.00,98.7,,Census,2016
Ohio,450,N,2016,"Varicella, unknown disease history",2 Doses,States,Ohio,2016-17,91.9,137542.00,95.5,,Census,2016
Ohio,450,N,2016,"Varicella, unknown disease history",2 Doses,States,Ohio,2016-17,91.9,137542.00,95.5,,Census,2016
Ohio,450,N,2016,"Varicella, unknown disease history",2 Doses,States,Ohio,2016-17,91.9,137542.00,95.5,,Census,2016
Ohio,450,N,2016,"Varicella, unknown disease history",2 Doses,States,Ohio,2016-17,91.9,137542.00,95.5,,Census,2016
Pennsylvania,657,1,2016,"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2016-17,94.6,143888.00,84.4,,Voluntary response,2016
Pennsylvania,657,1,2016,"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2016-17,94.6,143888.00,84.4,,Voluntary response,2016
Pennsylvania,657,1,2016,"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2016-17,94.6,143888.00,84.4,,Voluntary response,2016
Pennsylvania,657,1,2016,"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2016-17,94.6,143888.00,84.4,,Voluntary response,2016
United States,8953,3,2016,"Varicella, unknown disease history",2 Doses,National,United States,2016-17,94.2,,,,,2016
United States,8953,3,2016,"Varicella, unknown disease history",2 Doses,National,United States,2016-17,94.2,,,,,2016
United States,8953,3,2016,"Varicella, unknown disease history",2 Doses,National,United States,2016-17,94.2,,,,,2016
United States,8953,3,2016,"Varicella, unknown disease history",2 Doses,National,United States,2016-17,94.2,,,,,2016
Rhode Island,52,0,2016,"Varicella, unknown disease history",2 Doses,States,Rhode Island,2016-17,94.8,11100.00,98.4,,Census,2016
